micro_total,micro_positives,micro_negatives,micro_actual_positives,micro_actual_negatives,micro_accuracy,micro_precision,micro_recall,micro_specificity,micro_f1,micro_false_positive_rate,micro_negative_predictive_value,micro_balanced_accuracy,macro_total,macro_positives,macro_negatives,macro_actual_positives,macro_actual_negatives,macro_accuracy,macro_precision,macro_recall,macro_specificity,macro_f1,macro_false_positive_rate,macro_negative_predictive_value,macro_balanced_accuracy,macro_num_rows,macro_max_f1,macro_max_precision,macro_max_recall,macro_max_accuracy,macro_max_num_f1_above_0_99,macro_max_num_f1_above_0_95,macro_max_num_f1_above_0_80,macro_pct_f1_above_0_99,macro_pct_f1_above_0_95,macro_pct_f1_above_0_80
12131075.0,138813.0,11992262.0,30295.0,12100780.0,0.9898742691805961,0.16667026863478204,0.7636903779501568,0.9904405335854383,0.2736239562882891,0.009559466414561705,0.9994030317216218,0.8770654557677975,12131075.0,138813.0,11992262.0,30295.0,12100780.0,0.9841,0.3941,0.752,0.9846,0.4492,0.0095,0.9936,0.8683,343.0,1.0,1.0,1.0,1.0,6.0,21.0,54.0,0.0175,0.0612,0.1574
